naics,fips_code,unions_count
813930,1001,5
813930,1003,1
813930,1009,2
813930,1013,1
813930,1015,7
813930,1019,1
813930,1021,1
813930,1023,4
813930,1025,2
813930,1033,14
813930,1043,1
813930,1045,4
813930,1047,3
813930,1049,3
813930,1051,2
813930,1053,1
813930,1055,11
813930,1057,2
813930,1059,1
813930,1067,1
813930,1069,5
813930,1071,4
813930,1073,52
813930,1075,1
813930,1077,6
813930,1079,3
813930,1081,2
813930,1083,1
813930,1089,12
813930,1091,3
813930,1093,2
813930,1095,1
813930,1097,36
813930,1101,14
813930,1103,6
813930,1107,1
813930,1113,3
813930,1115,2
813930,1117,5
813930,1121,4
813930,1125,11
813930,1127,3
813930,1129,2
813930,1131,2
813930,2016,2
813930,2020,36
813930,2090,9
813930,2110,6
813930,2122,2
813930,2150,1
813930,4005,4
813930,4007,2
813930,4013,65
813930,4017,3
813930,4019,22
813930,4021,3
813930,4025,1
813930,4027,2
813930,5003,5
813930,5011,1
813930,5019,2
813930,5027,2
813930,5031,4
813930,5033,3
813930,5041,1
813930,5043,1
813930,5045,1
813930,5051,4
813930,5053,2
813930,5059,4
813930,5069,12
813930,5081,2
813930,5085,3
813930,5091,1
813930,5099,1
813930,5103,1
813930,5115,3
813930,5119,32
813930,5123,1
813930,5125,3
813930,5131,11
813930,5133,1
813930,5139,7
813930,5143,2
813930,5145,1
813930,6001,99
813930,6007,4
813930,6013,34
813930,6017,2
813930,6019,34
813930,6023,3
813930,6025,1
813930,6029,20
813930,6035,1
813930,6037,279
813930,6039,1
813930,6041,10
813930,6045,1
813930,6053,17
813930,6055,3
813930,6059,61
813930,6061,10
813930,6063,1
813930,6065,24
813930,6067,76
813930,6071,56
813930,6073,71
813930,6075,61
813930,6077,23
813930,6079,8
813930,6081,30
813930,6083,14
813930,6085,47
813930,6087,6
813930,6089,8
813930,6093,2
813930,6095,13
813930,6097,16
813930,6099,15
813930,6101,2
813930,6103,1
813930,6107,7
813930,6111,26
813930,6113,5
813930,6115,1
813930,8001,18
813930,8003,1
813930,8005,19
813930,8013,3
813930,8031,39
813930,8035,3
813930,8041,17
813930,8043,1
813930,8051,1
813930,8059,15
813930,8067,1
813930,8069,7
813930,8071,4
813930,8075,1
813930,8077,9
813930,8089,1
813930,8101,10
813930,8103,1
813930,8117,1
813930,8123,1
813930,9001,52
813930,9003,91
813930,9005,9
813930,9007,11
813930,9009,77
813930,9011,23
813930,9013,7
813930,9015,6
813930,10001,18
813930,10003,46
813930,10005,5
813930,11001,132
813930,12001,13
813930,12003,1
813930,12005,9
813930,12007,1
813930,12009,22
813930,12011,41
813930,12015,1
813930,12017,5
813930,12019,3
813930,12021,1
813930,12027,1
813930,12031,56
813930,12033,16
813930,12039,1
813930,12047,1
813930,12049,1
813930,12051,1
813930,12053,3
813930,12057,41
813930,12061,3
813930,12069,3
813930,12071,8
813930,12073,16
813930,12081,5
813930,12083,3
813930,12085,3
813930,12086,52
813930,12087,3
813930,12089,6
813930,12091,2
813930,12093,1
813930,12095,35
813930,12097,1
813930,12099,20
813930,12101,3
813930,12103,17
813930,12105,6
813930,12107,5
813930,12109,3
813930,12111,6
813930,12113,5
813930,12115,11
813930,12117,7
813930,12119,1
813930,12123,1
813930,12127,15
813930,12133,2
813930,13009,1
813930,13013,1
813930,13015,1
813930,13017,1
813930,13021,10
813930,13033,2
813930,13039,7
813930,13047,2
813930,13051,20
813930,13059,4
813930,13063,5
813930,13067,13
813930,13069,1
813930,13073,3
813930,13077,1
813930,13087,1
813930,13089,14
813930,13091,1
813930,13095,8
813930,13097,2
813930,13099,2
813930,13103,1
813930,13113,2
813930,13115,4
813930,13121,42
813930,13127,6
813930,13135,5
813930,13139,2
813930,13151,3
813930,13153,2
813930,13155,1
813930,13157,1
813930,13159,1
813930,13169,1
813930,13171,1
813930,13179,5
813930,13183,1
813930,13185,5
813930,13215,5
813930,13217,2
813930,13223,2
813930,13229,2
813930,13233,3
813930,13245,14
813930,13249,1
813930,13255,1
813930,13261,1
813930,13275,1
813930,13281,1
813930,13295,1
813930,13299,3
813930,13303,1
813930,13305,1
813930,13313,1
813930,13319,1
813930,15001,9
813930,15003,61
813930,15007,5
813930,15009,7
813930,16001,22
813930,16005,14
813930,16011,1
813930,16019,7
813930,16027,4
813930,16047,1
813930,16051,1
813930,16055,5
813930,16069,4
813930,16075,1
813930,16079,1
813930,16083,2
813930,17001,9
813930,17003,2
813930,17005,1
813930,17007,4
813930,17009,1
813930,17011,4
813930,17015,2
813930,17017,1
813930,17019,21
813930,17021,2
813930,17023,1
813930,17027,4
813930,17029,4
813930,17031,261
813930,17033,3
813930,17037,3
813930,17043,69
813930,17045,1
813930,17049,1
813930,17051,1
813930,17055,5
813930,17057,4
813930,17059,1
813930,17065,2
813930,17067,2
813930,17077,5
813930,17079,1
813930,17081,4
813930,17085,2
813930,17087,2
813930,17089,36
813930,17091,13
813930,17095,9
813930,17097,18
813930,17099,13
813930,17101,1
813930,17103,6
813930,17105,4
813930,17107,3
813930,17111,7
813930,17113,15
813930,17115,24
813930,17117,4
813930,17119,46
813930,17121,5
813930,17127,4
813930,17133,2
813930,17135,3
813930,17137,4
813930,17141,6
813930,17143,29
813930,17145,6
813930,17155,3
813930,17157,3
813930,17161,31
813930,17163,37
813930,17165,3
813930,17167,53
813930,17169,1
813930,17177,2
813930,17179,14
813930,17181,1
813930,17183,14
813930,17191,1
813930,17193,1
813930,17197,36
813930,17199,8
813930,17201,28
813930,17203,1
813930,18001,1
813930,18003,38
813930,18005,8
813930,18009,1
813930,18015,1
813930,18017,2
813930,18019,4
813930,18021,2
813930,18023,1
813930,18029,6
813930,18033,6
813930,18035,15
813930,18037,2
813930,18039,14
813930,18041,3
813930,18043,4
813930,18047,1
813930,18049,1
813930,18051,1
813930,18053,6
813930,18055,1
813930,18057,6
813930,18059,4
813930,18061,1
813930,18063,1
813930,18065,2
813930,18067,11
813930,18069,5
813930,18071,1
813930,18073,3
813930,18075,3
813930,18077,1
813930,18081,4
813930,18083,2
813930,18085,4
813930,18087,1
813930,18089,55
813930,18091,16
813930,18093,4
813930,18095,10
813930,18097,63
813930,18099,2
813930,18101,1
813930,18103,6
813930,18105,10
813930,18107,3
813930,18113,5
813930,18125,1
813930,18127,10
813930,18131,1
813930,18133,2
813930,18135,2
813930,18137,2
813930,18139,2
813930,18141,26
813930,18145,2
813930,18147,1
813930,18151,3
813930,18153,1
813930,18157,14
813930,18163,24
813930,18167,22
813930,18169,4
813930,18173,4
813930,18177,8
813930,18179,3
813930,18183,2
813930,19011,1
813930,19013,12
813930,19015,2
813930,19017,1
813930,19031,1
813930,19033,3
813930,19035,1
813930,19039,1
813930,19043,2
813930,19045,6
813930,19047,1
813930,19057,9
813930,19059,1
813930,19061,10
813930,19067,1
813930,19073,1
813930,19085,2
813930,19089,1
813930,19099,2
813930,19101,1
813930,19103,8
813930,19105,2
813930,19111,5
813930,19113,27
813930,19123,2
813930,19125,1
813930,19127,4
813930,19139,2
813930,19151,1
813930,19153,52
813930,19155,4
813930,19161,1
813930,19163,16
813930,19169,1
813930,19171,1
813930,19175,1
813930,19177,1
813930,19179,6
813930,19181,1
813930,19187,5
813930,19193,13
813930,19197,1
813930,20005,2
813930,20009,1
813930,20015,2
813930,20029,1
813930,20031,1
813930,20035,2
813930,20037,1
813930,20041,2
813930,20045,3
813930,20053,1
813930,20061,1
813930,20079,1
813930,20091,10
813930,20099,3
813930,20107,1
813930,20111,2
813930,20113,2
813930,20117,1
813930,20125,3
813930,20147,1
813930,20151,1
813930,20155,6
813930,20161,3
813930,20169,2
813930,20173,33
813930,20175,1
813930,20177,21
813930,20191,1
813930,20193,1
813930,20205,2
813930,20209,11
813930,21005,1
813930,21007,1
813930,21009,1
813930,21013,1
813930,21015,9
813930,21019,13
813930,21021,2
813930,21025,1
813930,21029,1
813930,21033,1
813930,21035,1
813930,21037,5
813930,21047,3
813930,21049,3
813930,21059,12
813930,21067,15
813930,21071,4
813930,21073,6
813930,21075,1
813930,21081,1
813930,21085,1
813930,21089,7
813930,21091,1
813930,21093,9
813930,21095,2
813930,21101,4
813930,21107,6
813930,21111,51
813930,21115,1
813930,21117,8
813930,21121,1
813930,21123,1
813930,21125,2
813930,21133,1
813930,21135,1
813930,21139,1
813930,21141,2
813930,21143,1
813930,21145,19
813930,21151,1
813930,21155,2
813930,21157,7
813930,21161,2
813930,21167,2
813930,21173,1
813930,21175,1
813930,21177,2
813930,21179,2
813930,21183,3
813930,21185,1
813930,21193,1
813930,21195,5
813930,21201,2
813930,21211,2
813930,21217,1
813930,21225,4
813930,21227,4
813930,21235,2
813930,22005,2
813930,22011,2
813930,22015,1
813930,22017,24
813930,22019,20
813930,22023,1
813930,22031,1
813930,22033,36
813930,22039,1
813930,22045,5
813930,22049,2
813930,22051,21
813930,22055,4
813930,22057,1
813930,22061,1
813930,22065,2
813930,22067,1
813930,22069,1
813930,22071,27
813930,22073,10
813930,22075,1
813930,22077,3
813930,22079,7
813930,22087,4
813930,22089,1
813930,22093,1
813930,22095,1
813930,22101,1
813930,22103,8
813930,22105,3
813930,22109,2
813930,22113,1
813930,22117,3
813930,22119,1
813930,22121,1
813930,23001,6
813930,23003,4
813930,23005,15
813930,23009,5
813930,23011,16
813930,23017,1
813930,23019,9
813930,23023,1
813930,23025,7
813930,23029,1
813930,23031,2
813930,24001,14
813930,24003,26
813930,24005,38
813930,24009,3
813930,24013,2
813930,24015,2
813930,24017,1
813930,24019,1
813930,24021,2
813930,24023,1
813930,24025,5
813930,24027,5
813930,24031,20
813930,24033,52
813930,24037,3
813930,24043,9
813930,24045,6
813930,24510,45
813930,25001,8
813930,25003,6
813930,25005,40
813930,25009,44
813930,25011,3
813930,25013,47
813930,25015,7
813930,25017,79
813930,25019,1
813930,25021,47
813930,25023,18
813930,25025,90
813930,25027,51
813930,26003,2
813930,26005,2
813930,26007,9
813930,26011,2
813930,26013,1
813930,26015,8
813930,26017,14
813930,26021,12
813930,26023,3
813930,26025,15
813930,26027,1
813930,26029,1
813930,26031,1
813930,26033,7
813930,26037,2
813930,26039,1
813930,26041,7
813930,26043,7
813930,26045,7
813930,26047,3
813930,26049,34
813930,26051,1
813930,26053,2
813930,26055,9
813930,26057,4
813930,26059,1
813930,26061,5
813930,26063,2
813930,26065,57
813930,26067,4
813930,26069,1
813930,26071,1
813930,26073,3
813930,26075,12
813930,26077,30
813930,26079,2
813930,26081,31
813930,26087,1
813930,26091,7
813930,26093,3
813930,26095,1
813930,26097,1
813930,26099,64
813930,26101,6
813930,26103,12
813930,26105,6
813930,26107,4
813930,26109,3
813930,26111,6
813930,26115,9
813930,26117,4
813930,26121,11
813930,26123,5
813930,26125,61
813930,26127,1
813930,26129,2
813930,26131,1
813930,26133,2
813930,26137,2
813930,26139,15
813930,26141,4
813930,26143,2
813930,26145,28
813930,26147,10
813930,26149,5
813930,26151,5
813930,26153,1
813930,26155,6
813930,26157,2
813930,26159,4
813930,26161,32
813930,26163,135
813930,26165,2
813930,27001,1
813930,27003,10
813930,27005,1
813930,27007,1
813930,27009,1
813930,27013,3
813930,27017,2
813930,27021,2
813930,27027,2
813930,27033,2
813930,27035,2
813930,27037,16
813930,27043,1
813930,27047,6
813930,27049,2
813930,27053,74
813930,27061,3
813930,27067,5
813930,27071,4
813930,27079,2
813930,27091,1
813930,27097,1
813930,27099,4
813930,27103,2
813930,27105,1
813930,27109,17
813930,27119,1
813930,27123,69
813930,27129,2
813930,27131,2
813930,27137,44
813930,27139,5
813930,27141,2
813930,27145,16
813930,27147,1
813930,27157,1
813930,27163,3
813930,27169,4
813930,28001,2
813930,28003,2
813930,28011,1
813930,28017,1
813930,28025,1
813930,28027,1
813930,28033,2
813930,28035,4
813930,28047,10
813930,28049,18
813930,28057,1
813930,28059,10
813930,28067,2
813930,28075,5
813930,28077,3
813930,28081,3
813930,28083,1
813930,28085,1
813930,28087,6
813930,28089,1
813930,28095,2
813930,28113,1
813930,28115,1
813930,28121,3
813930,28137,2
813930,28139,2
813930,28143,1
813930,28149,2
813930,28159,1
813930,29007,3
813930,29019,6
813930,29021,15
813930,29027,1
813930,29031,11
813930,29037,3
813930,29047,15
813930,29049,1
813930,29051,10
813930,29071,4
813930,29077,18
813930,29079,1
813930,29083,1
813930,29091,1
813930,29093,1
813930,29095,71
813930,29097,6
813930,29099,6
813930,29101,2
813930,29107,1
813930,29115,1
813930,29117,1
813930,29121,1
813930,29123,1
813930,29125,1
813930,29127,5
813930,29129,1
813930,29131,1
813930,29133,1
813930,29137,1
813930,29139,1
813930,29143,2
813930,29145,6
813930,29149,1
813930,29151,1
813930,29159,2
813930,29161,3
813930,29163,2
813930,29165,4
813930,29169,1
813930,29175,3
813930,29183,12
813930,29186,4
813930,29187,4
813930,29189,46
813930,29201,1
813930,29207,2
813930,29217,1
813930,29219,1
813930,29510,73
813930,30013,9
813930,30021,2
813930,30029,5
813930,30031,1
813930,30035,1
813930,30041,1
813930,30049,12
813930,30063,10
813930,30087,3
813930,30093,7
813930,30095,2
813930,30105,1
813930,30111,14
813930,31001,3
813930,31013,4
813930,31019,2
813930,31025,1
813930,31043,1
813930,31047,1
813930,31053,3
813930,31055,46
813930,31063,1
813930,31079,4
813930,31081,1
813930,31109,25
813930,31111,8
813930,31119,1
813930,31153,3
813930,31157,2
813930,31159,1
813930,32003,60
813930,32007,3
813930,32023,1
813930,32031,25
813930,32510,1
813930,33001,2
813930,33003,1
813930,33007,2
813930,33009,2
813930,33011,22
813930,33013,14
813930,33015,12
813930,33017,7
813930,34001,28
813930,34003,64
813930,34005,37
813930,34007,37
813930,34009,8
813930,34011,9
813930,34013,58
813930,34015,28
813930,34017,34
813930,34019,9
813930,34021,41
813930,34023,70
813930,34025,33
813930,34027,28
813930,34029,20
813930,34031,35
813930,34033,7
813930,34035,23
813930,34037,9
813930,34039,48
813930,34041,7
813930,35001,45
813930,35007,1
813930,35013,4
813930,35015,5
813930,35028,1
813930,35031,3
813930,35035,1
813930,35041,1
813930,35043,1
813930,35045,1
813930,35049,4
813930,35055,1
813930,35061,2
813930,36001,50
813930,36003,2
813930,36005,15
813930,36007,16
813930,36009,6
813930,36011,5
813930,36013,11
813930,36015,15
813930,36017,1
813930,36019,8
813930,36021,1
813930,36023,2
813930,36025,3
813930,36027,12
813930,36029,110
813930,36031,3
813930,36035,1
813930,36037,3
813930,36039,1
813930,36043,4
813930,36045,7
813930,36047,39
813930,36049,3
813930,36051,2
813930,36053,2
813930,36055,50
813930,36057,1
813930,36059,86
813930,36061,221
813930,36063,29
813930,36065,17
813930,36067,54
813930,36071,16
813930,36075,5
813930,36077,2
813930,36079,4
813930,36081,82
813930,36083,5
813930,36085,13
813930,36087,7
813930,36089,14
813930,36091,9
813930,36093,11
813930,36099,3
813930,36101,5
813930,36103,91
813930,36105,3
813930,36107,1
813930,36109,7
813930,36111,3
813930,36113,2
813930,36115,4
813930,36117,4
813930,36119,60
813930,36121,1
813930,36123,1
813930,37001,1
813930,37019,2
813930,37021,10
813930,37023,2
813930,37025,3
813930,37027,1
813930,37031,1
813930,37035,3
813930,37037,2
813930,37045,1
813930,37047,2
813930,37049,6
813930,37051,8
813930,37057,3
813930,37063,10
813930,37065,1
813930,37067,9
813930,37071,6
813930,37077,1
813930,37081,10
813930,37083,1
813930,37087,1
813930,37097,1
813930,37099,1
813930,37113,1
813930,37119,19
813930,37127,2
813930,37129,9
813930,37133,2
813930,37135,2
813930,37139,3
813930,37141,1
813930,37147,1
813930,37151,3
813930,37153,2
813930,37155,2
813930,37157,1
813930,37159,5
813930,37165,2
813930,37167,1
813930,37169,1
813930,37171,1
813930,37179,1
813930,37181,1
813930,37183,8
813930,37187,3
813930,37191,2
813930,37193,1
813930,37195,1
813930,37197,1
813930,38015,8
813930,38017,7
813930,38035,5
813930,38057,3
813930,38059,7
813930,38071,1
813930,38073,1
813930,38077,1
813930,38093,1
813930,38097,1
813930,38099,1
813930,38101,4
813930,38103,1
813930,38105,1
813930,39003,20
813930,39005,4
813930,39007,11
813930,39009,6
813930,39011,5
813930,39013,8
813930,39017,14
813930,39019,3
813930,39021,1
813930,39023,7
813930,39025,4
813930,39027,1
813930,39029,5
813930,39031,3
813930,39033,2
813930,39035,133
813930,39037,2
813930,39039,4
813930,39041,2
813930,39043,9
813930,39045,11
813930,39047,1
813930,39049,74
813930,39051,4
813930,39053,3
813930,39055,1
813930,39057,4
813930,39059,5
813930,39061,66
813930,39063,3
813930,39065,1
813930,39067,1
813930,39069,2
813930,39071,2
813930,39073,2
813930,39077,9
813930,39079,1
813930,39081,19
813930,39083,5
813930,39085,11
813930,39087,1
813930,39089,6
813930,39091,2
813930,39093,22
813930,39095,49
813930,39099,36
813930,39101,5
813930,39103,3
813930,39105,2
813930,39107,1
813930,39109,3
813930,39111,1
813930,39113,48
813930,39117,2
813930,39119,15
813930,39121,2
813930,39123,4
813930,39127,4
813930,39129,2
813930,39131,3
813930,39133,7
813930,39135,1
813930,39139,12
813930,39141,7
813930,39143,4
813930,39145,12
813930,39147,3
813930,39149,2
813930,39151,36
813930,39153,49
813930,39155,26
813930,39157,11
813930,39159,4
813930,39161,5
813930,39165,5
813930,39167,5
813930,39169,9
813930,39171,5
813930,39173,17
813930,39175,3
813930,40019,1
813930,40027,5
813930,40031,2
813930,40037,1
813930,40047,5
813930,40065,1
813930,40071,3
813930,40083,1
813930,40085,1
813930,40087,2
813930,40089,1
813930,40097,3
813930,40101,4
813930,40109,36
813930,40111,2
813930,40113,1
813930,40115,1
813930,40121,1
813930,40123,1
813930,40125,1
813930,40131,1
813930,40143,34
813930,40145,1
813930,40147,1
813930,41001,2
813930,41003,5
813930,41005,19
813930,41007,3
813930,41009,2
813930,41011,5
813930,41017,7
813930,41019,3
813930,41027,1
813930,41029,12
813930,41033,2
813930,41035,3
813930,41039,24
813930,41041,1
813930,41043,8
813930,41045,2
813930,41047,24
813930,41051,82
813930,41059,4
813930,41061,7
813930,41065,1
813930,41067,15
813930,41071,3
813930,42001,2
813930,42003,137
813930,42005,9
813930,42007,25
813930,42011,24
813930,42013,18
813930,42017,21
813930,42019,10
813930,42021,17
813930,42025,4
813930,42027,5
813930,42029,6
813930,42031,2
813930,42033,2
813930,42037,2
813930,42039,2
813930,42041,9
813930,42043,42
813930,42045,29
813930,42047,4
813930,42049,19
813930,42051,9
813930,42055,4
813930,42059,4
813930,42061,2
813930,42063,7
813930,42065,3
813930,42069,18
813930,42071,16
813930,42073,11
813930,42075,1
813930,42077,19
813930,42079,33
813930,42081,7
813930,42083,8
813930,42085,4
813930,42087,2
813930,42089,2
813930,42091,35
813930,42093,2
813930,42095,14
813930,42097,6
813930,42101,123
813930,42107,10
813930,42109,1
813930,42111,2
813930,42117,3
813930,42121,4
813930,42123,2
813930,42125,21
813930,42129,25
813930,42133,17
813930,44001,1
813930,44003,14
813930,44005,6
813930,44007,86
813930,44009,6
813930,45001,1
813930,45003,4
813930,45007,2
813930,45013,2
813930,45015,4
813930,45019,18
813930,45035,1
813930,45041,9
813930,45043,2
813930,45045,4
813930,45047,1
813930,45051,2
813930,45057,1
813930,45061,1
813930,45063,6
813930,45067,2
813930,45075,1
813930,45079,3
813930,45083,2
813930,45085,1
813930,45087,1
813930,45091,6
813930,46005,1
813930,46013,3
813930,46019,1
813930,46029,3
813930,46047,1
813930,46065,3
813930,46099,17
813930,46103,8
813930,46117,1
813930,46127,1
813930,47001,12
813930,47003,1
813930,47009,2
813930,47011,1
813930,47013,1
813930,47017,1
813930,47019,1
813930,47029,2
813930,47031,2
813930,47035,2
813930,47037,47
813930,47051,2
813930,47053,3
813930,47059,1
813930,47063,3
813930,47065,27
813930,47071,3
813930,47073,1
813930,47079,1
813930,47083,1
813930,47085,2
813930,47093,30
813930,47103,1
813930,47105,3
813930,47107,3
813930,47113,5
813930,47119,3
813930,47123,1
813930,47125,6
813930,47131,1
813930,47141,2
813930,47145,3
813930,47147,1
813930,47149,3
813930,47151,1
813930,47155,1
813930,47157,46
813930,47159,1
813930,47163,8
813930,47165,3
813930,47171,2
813930,47179,6
813930,47183,1
813930,47187,1
813930,47189,4
813930,48001,1
813930,48005,5
813930,48009,1
813930,48021,1
813930,48027,6
813930,48029,32
813930,48037,6
813930,48039,5
813930,48041,2
813930,48057,1
813930,48061,5
813930,48067,2
813930,48085,3
813930,48091,2
813930,48099,1
813930,48111,1
813930,48113,49
813930,48121,5
813930,48135,1
813930,48141,17
813930,48147,2
813930,48157,1
813930,48161,2
813930,48163,1
813930,48167,12
813930,48181,1
813930,48183,1
813930,48187,1
813930,48197,1
813930,48199,2
813930,48201,82
813930,48203,6
813930,48209,1
813930,48215,8
813930,48227,2
813930,48231,2
813930,48233,1
813930,48241,2
813930,48245,18
813930,48251,3
813930,48257,1
813930,48273,1
813930,48277,2
813930,48291,1
813930,48293,1
813930,48303,7
813930,48309,7
813930,48323,1
813930,48329,3
813930,48331,2
813930,48339,8
813930,48341,1
813930,48343,1
813930,48347,1
813930,48353,1
813930,48355,14
813930,48361,3
813930,48363,2
813930,48367,3
813930,48375,11
813930,48381,2
813930,48395,1
813930,48401,1
813930,48407,1
813930,48423,11
813930,48439,59
813930,48441,4
813930,48451,4
813930,48453,34
813930,48465,1
813930,48467,2
813930,48469,1
813930,48471,1
813930,48479,6
813930,48485,5
813930,48491,3
813930,48493,1
813930,48499,1
813930,49001,1
813930,49005,1
813930,49007,1
813930,49011,3
813930,49015,2
813930,49027,1
813930,49035,52
813930,49041,1
813930,49045,2
813930,49049,6
813930,49053,1
813930,49057,7
813930,50005,2
813930,50007,10
813930,50011,3
813930,50015,1
813930,50017,1
813930,50019,2
813930,50021,2
813930,50023,6
813930,50025,2
813930,50027,2
813930,51001,2
813930,51005,4
813930,51013,2
813930,51015,3
813930,51019,2
813930,51023,1
813930,51027,2
813930,51035,1
813930,51041,3
813930,51051,1
813930,51053,1
813930,51059,17
813930,51067,1
813930,51069,1
813930,51081,1
813930,51087,17
813930,51089,1
813930,51093,1
813930,51095,1
813930,51121,3
813930,51133,2
813930,51143,1
813930,51145,1
813930,51153,4
813930,51155,5
813930,51161,9
813930,51163,2
813930,51165,1
813930,51167,5
813930,51171,2
813930,51173,3
813930,51175,2
813930,51177,1
813930,51179,1
813930,51183,1
813930,51185,3
813930,51187,5
813930,51191,2
813930,51195,2
813930,51510,7
813930,51520,1
813930,51530,1
813930,51540,4
813930,51550,6
813930,51570,1
813930,51580,3
813930,51590,4
813930,51600,3
813930,51610,1
813930,51630,1
813930,51650,5
813930,51660,1
813930,51670,5
813930,51680,5
813930,51700,6
813930,51710,26
813930,51720,1
813930,51740,3
813930,51760,19
813930,51770,7
813930,51775,7
813930,51790,2
813930,51800,1
813930,51810,9
813930,51840,3
813930,53001,1
813930,53005,17
813930,53007,2
813930,53009,2
813930,53011,23
813930,53015,11
813930,53017,6
813930,53021,7
813930,53025,1
813930,53027,3
813930,53029,1
813930,53031,1
813930,53033,134
813930,53035,12
813930,53041,1
813930,53045,1
813930,53049,1
813930,53051,1
813930,53053,51
813930,53057,4
813930,53061,40
813930,53063,44
813930,53067,21
813930,53071,5
813930,53073,11
813930,53077,8
813930,53999,1
813930,54003,1
813930,54005,3
813930,54009,3
813930,54011,13
813930,54019,3
813930,54025,2
813930,54027,1
813930,54029,5
813930,54031,1
813930,54033,14
813930,54035,2
813930,54037,1
813930,54039,43
813930,54041,2
813930,54043,3
813930,54045,4
813930,54047,2
813930,54049,12
813930,54051,6
813930,54053,7
813930,54055,7
813930,54059,2
813930,54061,9
813930,54063,1
813930,54065,1
813930,54067,1
813930,54069,19
813930,54073,1
813930,54077,1
813930,54079,3
813930,54081,10
813930,54085,1
813930,54089,2
813930,54095,1
813930,54097,2
813930,54099,3
813930,54103,3
813930,54107,17
813930,54109,3
813930,55001,1
813930,55003,2
813930,55005,2
813930,55007,1
813930,55009,24
813930,55015,4
813930,55017,6
813930,55019,2
813930,55021,2
813930,55025,63
813930,55027,11
813930,55029,1
813930,55031,9
813930,55033,2
813930,55035,18
813930,55039,15
813930,55043,3
813930,55053,1
813930,55055,5
813930,55057,2
813930,55059,9
813930,55061,3
813930,55063,16
813930,55067,3
813930,55069,6
813930,55071,11
813930,55073,25
813930,55075,9
813930,55079,106
813930,55081,3
813930,55083,1
813930,55085,2
813930,55087,27
813930,55089,2
813930,55091,1
813930,55093,2
813930,55095,2
813930,55097,13
813930,55099,2
813930,55101,15
813930,55105,15
813930,55107,1
813930,55109,2
813930,55111,4
813930,55113,1
813930,55115,1
813930,55117,19
813930,55121,1
813930,55123,1
813930,55127,3
813930,55129,1
813930,55131,5
813930,55133,50
813930,55135,6
813930,55137,2
813930,55139,38
813930,55141,16
813930,56003,1
813930,56005,2
813930,56007,2
813930,56009,1
813930,56015,2
813930,56017,1
813930,56021,17
813930,56023,1
813930,56025,6
813930,56031,2
813930,56033,2
813930,56037,7
813930,56039,1
813930,56041,1
813930,56043,1
813930,56045,1
